,latitude,longitude,time,u100,v100,u10,v10,mdww,mpww,mwd,p140122,mwp,mp1,wmb,dwi,pp1d,swh,shww,p140121,p140124,p140127,10m_wind_direction(degree),10m_wind_speed(meter/second),100m_wind_direction(degree),100m_wind_speed(meter/second)
3309,35.89,126.42,2021-11-15 21:00:00,-0.2599931018715198,-2.928422060420726,-0.5179708459821035,-2.304773976561144,21.953405252443474,3.020719089277835,293.04713941959625,278.98523230016264,3.3866266995527883,3.0080020911322523,13.0,43.75606166812736,4.247855497261883,0.2860230546500191,0.050109474494486106,0.23162731616370758,0.0629839224608213,0.024598115167167686,12.666107597685127,2.362260967869741,5.073569083941948,2.9399408458299883
3310,35.89,126.42,2021-11-15 22:00:00,-0.8625098060765195,-3.3556294082138196,-1.0540505355643566,-2.6457925612593267,24.084176994722696,3.1498932555901575,298.82901294671757,281.1952882102409,3.4012889318521626,3.083801315735696,13.0,38.94497229073451,4.217934533062548,0.28341318327564213,0.07774512762298191,0.22326948320645706,0.04480106389326277,0.0,21.721716380201116,2.8480240182868357,14.414906041352197,3.4647037233863998
3311,35.89,126.42,2021-11-15 23:00:00,-1.6623537698294921,-3.2167870201810644,-1.5052876013557488,-2.462862062182818,29.273814356717253,3.0759482844972097,303.90805664338166,283.2743778441664,3.3387611052209683,3.014741226257876,13.0,46.41424347024852,4.183991933890185,0.289226078609482,0.08425697692337475,0.22106335471012695,0.04589693800201333,0.025115924419757983,31.433041715396214,2.8864476957212903,27.328771435061945,3.6209306523698706
3312,35.89,126.42,2021-11-16 00:00:00,-2.059439425593379,-2.9575498341338915,-1.8628835490372286,-2.340531995927951,32.38210509416584,3.0724170060304976,307.77362071089675,258.2598190989842,3.3092039067761974,2.9886190548661724,13.0,45.66182424113572,4.143453853362054,0.2910450798704114,0.08207312502385289,0.1633221838734874,0.14831790898168673,0.048859001619413124,38.51709331507288,2.991391840136631,34.850766392993684,3.60394114395252
3313,35.89,126.42,2021-11-16 01:00:00,-1.898984405509196,-2.4992728610467547,-1.751331210349245,-2.2005111200916114,34.67762722888935,2.988513829661422,310.66181204543216,322.09496486712146,3.2981102601158243,2.982008284219132,13.0,40.2136499690196,4.086024905947202,0.28966105717187807,0.06682586812537217,0.15941903345690334,0.15734445098271105,0.0003959717813925845,38.5153959286012,2.812367365404134,37.228105723788815,3.1388702754863806
3314,35.89,126.42,2021-11-16 02:00:00,-1.3746692641230025,-2.5162640623794346,-1.3070072472371077,-2.310419979619061,32.9861898664615,2.910190073269751,312.01256312584235,322.86984866769217,3.3068765683159795,2.9947163675988797,13.0,26.34606928646602,3.981623262047373,0.284124966377745,0.048521218567560975,0.16137060866519537,0.15124504640374414,0.0016165221624982878,29.496891198075616,2.65448835494776,28.648379753986532,2.8672810147152883
3315,35.89,126.42,2021-11-16 03:00:00,-0.4751486969844012,-2.828902166900744,-0.4695791272273162,-2.6228321488237976,25.407671814025008,2.765125153857225,313.407241070656,323.06629808192133,3.2639759626992912,2.913397470416353,13.0,2.8288492933196494,3.928859411201234,0.28131737747500596,0.04844180577121482,0.16955873943042055,0.1450158672592673,0.005859076963133078,10.150417392597475,2.664536176829136,9.534530703257659,2.868528151185151
3316,35.89,126.42,2021-11-16 04:00:00,0.39357747236026586,-3.3493183905759674,0.36156435398315256,-3.0869336001845693,17.922512317306968,2.8175999518725643,315.6090751488855,321.80574767395075,3.1979571283777695,2.829639648140744,13.0,345.80569921204835,3.9016731587835594,0.2815150950033678,0.056462498202186184,0.1687102284702936,0.15411450624113043,0.0077519091049547545,353.31953553723235,3.1080360091253323,353.29792472230196,3.37236369749763
3317,35.89,126.42,2021-11-16 05:00:00,1.058493351042448,-3.715357413571413,0.9809155076564358,-3.3910649649043614,341.3659744436482,1.7659852244857506,316.7621553394795,322.4278374856765,3.1565305037858864,2.7884988327547937,13.0,338.1661725865307,3.88783873447634,0.2807242248899202,0.09557330040271572,0.16798899415418567,0.1476401973618015,0.009520728106450188,343.86670813267,3.5300873685169183,344.09791818539577,3.8631967183643563
3318,35.89,126.42,2021-11-16 06:00:00,1.574704703535501,-3.6998226009243917,1.450378025965865,-3.3417565381985535,330.64072389552615,1.7769321877325575,317.48694860213857,317.4511189918706,3.1080442858646746,2.7395919664145527,13.0,332.00402386343166,3.87947373373244,0.2807637683955926,0.10200573690676218,0.1865289586329597,0.1246268410780399,0.008911540750461598,336.53835302690936,3.6429292030998104,336.9446069082212,4.020992686097273
3319,35.89,126.42,2021-11-16 07:00:00,1.9604450548489913,-3.653218162983327,1.7369575552149945,-3.2213084729629924,8.103388927628401,2.9515766568996153,317.71207378220697,317.4674897763897,3.0722808515259894,2.7043559170434346,13.0,326.33616514485925,3.871269598387461,0.2800915287991621,0.08850556152789935,0.1998293679329498,0.10565091572125401,0.011413560248271865,331.6660676176649,3.6597608974633324,331.7804321509355,4.14600383012765
3320,35.89,126.42,2021-11-16 08:00:00,2.1857303860782986,-3.8639090595085572,1.775922315770797,-3.1595788395297673,8.141830685865415,3.0107608840017073,318.27763216140306,317.73487925686834,3.0491626228211555,2.689594002006354,13.0,326.2867361444066,3.8590438280694532,0.27914248466302505,0.10216456249945471,0.1967747284764928,0.10040225551618559,0.010588981648558746,330.66071957668197,3.6244776885583088,330.50409090660537,4.4392804079916255
